%
(G-code output for Bezier Surface generated from given 4x4 matrix)
(Generated by HARISHKUMAR LAXMIKANT GAJAKOSH)
(As a part of COMPUTER INTEGRATED MANUFACTURING Project)
(Guided By Prof RAKESH LINGAM
(Creation date: 22-May-2022 21:59:42)
(Spindle Speed	= 12000 RPM)
(Tool	= 1)
N1 G90
N2 G21
N3 	G00 	X1.00000 	Y5.00000 	Z2.50000 	F100
N4 	G01 	X1.00000 	Y5.00000 	Z1.00000
N455 	G01 	X25.80274 	Y7.24632 	Z1.29295
N456 	G01 	X26.40173 	Y7.24632 	Z1.27113
N457 	G01 	X27.00100 	Y7.24632 	Z1.25209
N458 	G01 	X27.60051 	Y7.24632 	Z1.23611
N459 	G01 	X28.20022 	Y7.24632 	Z1.22344
N460 	G01 	X28.80006 	Y7.24632 	Z1.21432
N461 	G01 	X29.40001 	Y7.24632 	Z1.20903
N462 	G01 	X30.00000 	Y7.24632 	Z1.20781

N463 	G01 	X30.00000 	Y7.52711 	Z1.23142
N464 	G01 	X29.40001 	Y7.52711 	Z1.23239
N465 	G01 	X28.80006 	Y7.52711 	Z1.23739
N466 	G01 	X28.20022 	Y7.52711 	Z1.24617
N467 	G01 	X27.60051 	Y7.52711 	Z1.25847
N468 	G01 	X27.00100 	Y7.52711 	Z1.27404
N469 	G01 	X26.40173 	Y7.52711 	Z1.29264
N470 	G01 	X25.80274 	Y7.52711 	Z1.31400
N471 	G01 	X25.20410 	Y7.52711 	Z1.33787
N472 	G01 	X24.60583 	Y7.52711 	Z1.36399
N473 	G01 	X24.00800 	Y7.52711 	Z1.39212
N474 	G01 	X23.41065 	Y7.52711 	Z1.42201
N475 	G01 	X22.81382 	Y7.52711 	Z1.45339
N476 	G01 	X22.21758 	Y7.52711 	Z1.48601
N477 	G01 	X21.62195 	Y7.52711 	Z1.51963
N478 	G01 	X21.02700 	Y7.52711 	Z1.55398
N479 	G01 	X20.43277 	Y7.52711 	Z1.58882
N480 	G01 	X19.83930 	Y7.52711 	Z1.62389
N481 	G01 	X19.24666 	Y7.52711 	Z1.65893
N482 	G01 	X18.65487 	Y7.52711 	Z1.69370
N483 	G01 	X18.06400 	Y7.52711 	Z1.72794
N484 	G01 	X17.47409 	Y7.52711 	Z1.76139
N485 	G01 	X16.88518 	Y7.52711 	Z1.79381
N486 	G01 	X16.29734 	Y7.52711 	Z1.82494
N487 	G01 	X15.71059 	Y7.52711 	Z1.85452
N488 	G01 	X15.12500 	Y7.52711 	Z1.88231
N489 	G01 	X14.54061 	Y7.52711 	Z1.90804
N490 	G01 	X13.95746 	Y7.52711 	Z1.93147
N491 	G01 	X13.37562 	Y7.52711 	Z1.95235
N492 	G01 	X12.79511 	Y7.52711 	Z1.97041
N493 	G01 	X12.21600 	Y7.52711 	Z1.98541
N494 	G01 	X11.63833 	Y7.52711 	Z1.99709
N495 	G01 	X11.06214 	Y7.52711 	Z2.00520
N496 	G01 	X10.48750 	Y7.52711 	Z2.00948
N497 	G01 	X9.91443 	Y7.52711 	Z2.00969
N498 	G01 	X9.34300 	Y7.52711 	Z2.00556
N499 	G01 	X8.77325 	Y7.52711 	Z1.99685
N500 	G01 	X8.20522 	Y7.52711 	Z1.98330
N501 	G01 	X7.63898 	Y7.52711 	Z1.96466
N502 	G01 	X7.07455 	Y7.52711 	Z1.94067
N503 	G01 	X6.51200 	Y7.52711 	Z1.91108
N504 	G01 	X5.95137 	Y7.52711 	Z1.87565
N505 	G01 	X5.39270 	Y7.52711 	Z1.83410
N506 	G01 	X4.83606 	Y7.52711 	Z1.78620
N507 	G01 	X4.28147 	Y7.52711 	Z1.73168
N508 	G01 	X3.72900 	Y7.52711 	Z1.67030
N509 	G01 	X3.17869 	Y7.52711 	Z1.60179
N510 	G01 	X2.63058 	Y7.52711 	Z1.52592
N511 	G01 	X2.08474 	Y7.52711 	Z1.44241
N512 	G01 	X1.54119 	Y7.52711 	Z1.35103
N513 	G01 	X1.00000 	Y7.52711 	Z1.25152

N514 	G01 	X1.00000 	Y7.80790 	Z1.27915
N515 	G01 	X1.54119 	Y7.80790 	Z1.37679
N516 	G01 	X2.08474 	Y7.80790 	Z1.46643
N517 	G01 	X2.63058 	Y7.80790 	Z1.54831
N518 	G01 	X3.17869 	Y7.80790 	Z1.62269
N519 	G01 	X3.72900 	Y7.80790 	Z1.68982
N520 	G01 	X4.28147 	Y7.80790 	Z1.74994
N521 	G01 	X4.83606 	Y7.80790 	Z1.80332
N522 	G01 	X5.39270 	Y7.80790 	Z1.85018
N523 	G01 	X5.95137 	Y7.80790 	Z1.89080
N524 	G01 	X6.51200 	Y7.80790 	Z1.92541
N525 	G01 	X7.07455 	Y7.80790 	Z1.95426
N526 	G01 	X7.63898 	Y7.80790 	Z1.97762
N527 	G01 	X8.20522 	Y7.80790 	Z1.99572
N528 	G01 	X8.77325 	Y7.80790 	Z2.00881
N529 	G01 	X9.34300 	Y7.80790 	Z2.01715
N530 	G01 	X9.91443 	Y7.80790 	Z2.02098
N531 	G01 	X10.48750 	Y7.80790 	Z2.02056
N532 	G01 	X11.06214 	Y7.80790 	Z2.01613
N533 	G01 	X11.63833 	Y7.80790 	Z2.00795
N534 	G01 	X12.21600 	Y7.80790 	Z1.99626
N535 	G01 	X12.79511 	Y7.80790 	Z1.98132
N536 	G01 	X13.37562 	Y7.80790 	Z1.96336
N537 	G01 	X13.95746 	Y7.80790 	Z1.94266
N538 	G01 	X14.54061 	Y7.80790 	Z1.91944
N539 	G01 	X15.12500 	Y7.80790 	Z1.89397
N540 	G01 	X15.71059 	Y7.80790 	Z1.86650
N541 	G01 	X16.29734 	Y7.80790 	Z1.83726
N542 	G01 	X16.88518 	Y7.80790 	Z1.80652
N543 	G01 	X17.47409 	Y7.80790 	Z1.77452
N544 	G01 	X18.06400 	Y7.80790 	Z1.74152
N545 	G01 	X18.65487 	Y7.80790 	Z1.70775
N546 	G01 	X19.24666 	Y7.80790 	Z1.67348
N547 	G01 	X19.83930 	Y7.80790 	Z1.63895
N548 	G01 	X20.43277 	Y7.80790 	Z1.60441
N549 	G01 	X21.02700 	Y7.80790 	Z1.57012
N550 	G01 	X21.62195 	Y7.80790 	Z1.53631
N551 	G01 	X22.21758 	Y7.80790 	Z1.50325
N552 	G01 	X22.81382 	Y7.80790 	Z1.47117
N553 	G01 	X23.41065 	Y7.80790 	Z1.44034
N554 	G01 	X24.00800 	Y7.80790 	Z1.41100
N555 	G01 	X24.60583 	Y7.80790 	Z1.38339
N556 	G01 	X25.20410 	Y7.80790 	Z1.35778
N557 	G01 	X25.80274 	Y7.80790 	Z1.33441
N558 	G01 	X26.40173 	Y7.80790 	Z1.31353
N559 	G01 	X27.00100 	Y7.80790 	Z1.29538
N560 	G01 	X27.60051 	Y7.80790 	Z1.28023
N561 	G01 	X28.20022 	Y7.80790 	Z1.26832
N562 	G01 	X28.80006 	Y7.80790 	Z1.25989
N563 	G01 	X29.40001 	Y7.80790 	Z1.25521
N564 	G01 	X30.00000 	Y7.80790 	Z1.25451

N565 	G01 	X30.00000 	Y8.08869 	Z1.27707
N566 	G01 	X29.40001 	Y8.08869 	Z1.27748
N567 	G01 	X28.80006 	Y8.08869 	Z1.28183
N568 	G01 	X28.20022 	Y8.08869 	Z1.28989
N569 	G01 	X27.60051 	Y8.08869 	Z1.30140
N570 	G01 	X27.00100 	Y8.08869 	Z1.31612
N571 	G01 	X26.40173 	Y8.08869 	Z1.33380
N572 	G01 	X25.80274 	Y8.08869 	Z1.35420
N573 	G01 	X25.20410 	Y8.08869 	Z1.37707
N574 	G01 	X24.60583 	Y8.08869 	Z1.40216
N575 	G01 	X24.00800 	Y8.08869 	Z1.42922
N576 	G01 	X23.41065 	Y8.08869 	Z1.45802
N577 	G01 	X22.81382 	Y8.08869 	Z1.48831
N578 	G01 	X22.21758 	Y8.08869 	Z1.51983
N579 	G01 	X21.62195 	Y8.08869 	Z1.55234
N580 	G01 	X21.02700 	Y8.08869 	Z1.58560
N581 	G01 	X20.43277 	Y8.08869 	Z1.61936
N582 	G01 	X19.83930 	Y8.08869 	Z1.65337
N583 	G01 	X19.24666 	Y8.08869 	Z1.68739
N584 	G01 	X18.65487 	Y8.08869 	Z1.72118
N585 	G01 	X18.06400 	Y8.08869 	Z1.75447
N586 	G01 	X17.47409 	Y8.08869 	Z1.78704
N587 	G01 	X16.88518 	Y8.08869 	Z1.81863
N588 	G01 	X16.29734 	Y8.08869 	Z1.84899
N589 	G01 	X15.71059 	Y8.08869 	Z1.87789
N590 	G01 	X15.12500 	Y8.08869 	Z1.90507
N591 	G01 	X14.54061 	Y8.08869 	Z1.93028
N592 	G01 	X13.95746 	Y8.08869 	Z1.95329
N593 	G01 	X13.37562 	Y8.08869 	Z1.97385
N594 	G01 	X12.79511 	Y8.08869 	Z1.99170
N595 	G01 	X12.21600 	Y8.08869 	Z2.00661
N596 	G01 	X11.63833 	Y8.08869 	Z2.01832
N597 	G01 	X11.06214 	Y8.08869 	Z2.02659
N598 	G01 	X10.48750 	Y8.08869 	Z2.03118
N599 	G01 	X9.91443 	Y8.08869 	Z2.03183
N600 	G01 	X9.34300 	Y8.08869 	Z2.02831
N601 	G01 	X8.77325 	Y8.08869 	Z2.02037
N602 	G01 	X8.20522 	Y8.08869 	Z2.00775
N603 	G01 	X7.63898 	Y8.08869 	Z1.99022
N604 	G01 	X7.07455 	Y8.08869 	Z1.96752
N605 	G01 	X6.51200 	Y8.08869 	Z1.93941
N606 	G01 	X5.95137 	Y8.08869 	Z1.90565
N607 	G01 	X5.39270 	Y8.08869 	Z1.86599
N608 	G01 	X4.83606 	Y8.08869 	Z1.82018
N609 	G01 	X4.28147 	Y8.08869 	Z1.76797
N610 	G01 	X3.72900 	Y8.08869 	Z1.70913
N611 	G01 	X3.17869 	Y8.08869 	Z1.64340
N612 	G01 	X2.63058 	Y8.08869 	Z1.57053
N613 	G01 	X2.08474 	Y8.08869 	Z1.49029
N614 	G01 	X1.54119 	Y8.08869 	Z1.40242
N615 	G01 	X1.00000 	Y8.08869 	Z1.30669

N616 	G01 	X1.00000 	Y8.36948 	Z1.33411
N617 	G01 	X1.54119 	Y8.36948 	Z1.42793
N618 	G01 	X2.08474 	Y8.36948 	Z1.51401
N619 	G01 	X2.63058 	Y8.36948 	Z1.59259
N620 	G01 	X3.17869 	Y8.36948 	Z1.66391
N621 	G01 	X3.72900 	Y8.36948 	Z1.72822
N622 	G01 	X4.28147 	Y8.36948 	Z1.78577
N623 	G01 	X4.83606 	Y8.36948 	Z1.83678
N624 	G01 	X5.39270 	Y8.36948 	Z1.88151
N625 	G01 	X5.95137 	Y8.36948 	Z1.92020
N626 	G01 	X6.51200 	Y8.36948 	Z1.95310
N627 	G01 	X7.07455 	Y8.36948 	Z1.98043
N628 	G01 	X7.63898 	Y8.36948 	Z2.00245
N629 	G01 	X8.20522 	Y8.36948 	Z2.01940
N630 	G01 	X8.77325 	Y8.36948 	Z2.03152
N631 	G01 	X9.34300 	Y8.36948 	Z2.03906
N632 	G01 	X9.91443 	Y8.36948 	Z2.04225
N633 	G01 	X10.48750 	Y8.36948 	Z2.04135
N634 	G01 	X11.06214 	Y8.36948 	Z2.03658
N635 	G01 	X11.63833 	Y8.36948 	Z2.02820
N636 	G01 	X12.21600 	Y8.36948 	Z2.01645
N637 	G01 	X12.79511 	Y8.36948 	Z2.00157
N638 	G01 	X13.37562 	Y8.36948 	Z1.98380
N639 	G01 	X13.95746 	Y8.36948 	Z1.96338
N640 	G01 	X14.54061 	Y8.36948 	Z1.94056
N641 	G01 	X15.12500 	Y8.36948 	Z1.91559
N642 	G01 	X15.71059 	Y8.36948 	Z1.88870
N643 	G01 	X16.29734 	Y8.36948 	Z1.86013
N644 	G01 	X16.88518 	Y8.36948 	Z1.83013
N645 	G01 	X17.47409 	Y8.36948 	Z1.79894
N646 	G01 	X18.06400 	Y8.36948 	Z1.76681
N647 	G01 	X18.65487 	Y8.36948 	Z1.73397
N648 	G01 	X19.24666 	Y8.36948 	Z1.70068
N649 	G01 	X19.83930 	Y8.36948 	Z1.66716
N650 	G01 	X20.43277 	Y8.36948 	Z1.63367
N651 	G01 	X21.02700 	Y8.36948 	Z1.60044
N652 	G01 	X21.62195 	Y8.36948 	Z1.56773
N653 	G01 	X22.21758 	Y8.36948 	Z1.53576
N654 	G01 	X22.81382 	Y8.36948 	Z1.50480
N655 	G01 	X23.41065 	Y8.36948 	Z1.47507
N656 	G01 	X24.00800 	Y8.36948 	Z1.44682
N657 	G01 	X24.60583 	Y8.36948 	Z1.42029
N658 	G01 	X25.20410 	Y8.36948 	Z1.39573
N659 	G01 	X25.80274 	Y8.36948 	Z1.37337
N660 	G01 	X26.40173 	Y8.36948 	Z1.35347
N661 	G01 	X27.00100 	Y8.36948 	Z1.33626
N662 	G01 	X27.60051 	Y8.36948 	Z1.32199
N663 	G01 	X28.20022 	Y8.36948 	Z1.31089
N664 	G01 	X28.80006 	Y8.36948 	Z1.30322
N665 	G01 	X29.40001 	Y8.36948 	Z1.29921
N666 	G01 	X30.00000 	Y8.36948 	Z1.29910

N667 	G01 	X30.00000 	Y8.65026 	Z1.32061
N668 	G01 	X29.40001 	Y8.65026 	Z1.32039
N669 	G01 	X28.80006 	Y8.65026 	Z1.32404
N670 	G01 	X28.20022 	Y8.65026 	Z1.33132
N671 	G01 	X27.60051 	Y8.65026 	Z1.34199
N672 	G01 	X27.00100 	Y8.65026 	Z1.35580
N673 	G01 	X26.40173 	Y8.65026 	Z1.37253
N674 	G01 	X25.80274 	Y8.65026 	Z1.39193
N675 	G01 	X25.20410 	Y8.65026 	Z1.41377
N676 	G01 	X24.60583 	Y8.65026 	Z1.43780
N677 	G01 	X24.00800 	Y8.65026 	Z1.46378
N678 	G01 	X23.41065 	Y8.65026 	Z1.49148
N679 	G01 	X22.81382 	Y8.65026 	Z1.52066
N680 	G01 	X22.21758 	Y8.65026 	Z1.55107
N681 	G01 	X21.62195 	Y8.65026 	Z1.58248
N682 	G01 	X21.02700 	Y8.65026 	Z1.61465
N683 	G01 	X20.43277 	Y8.65026 	Z1.64735
N684 	G01 	X19.83930 	Y8.65026 	Z1.68032
N685 	G01 	X19.24666 	Y8.65026 	Z1.71334
N686 	G01 	X18.65487 	Y8.65026 	Z1.74616
N687 	G01 	X18.06400 	Y8.65026 	Z1.77854
N688 	G01 	X17.47409 	Y8.65026 	Z1.81025
N689 	G01 	X16.88518 	Y8.65026 	Z1.84104
N690 	G01 	X16.29734 	Y8.65026 	Z1.87068
N691 	G01 	X15.71059 	Y8.65026 	Z1.89893
N692 	G01 	X15.12500 	Y8.65026 	Z1.92555
N693 	G01 	X14.54061 	Y8.65026 	Z1.95030
N694 	G01 	X13.95746 	Y8.65026 	Z1.97293
N695 	G01 	X13.37562 	Y8.65026 	Z1.99322
N696 	G01 	X12.79511 	Y8.65026 	Z2.01092
N697 	G01 	X12.21600 	Y8.65026 	Z2.02580
N698 	G01 	X11.63833 	Y8.65026 	Z2.03761
N699 	G01 	X11.06214 	Y8.65026 	Z2.04611
N700 	G01 	X10.48750 	Y8.65026 	Z2.05107
N701 	G01 	X9.91443 	Y8.65026 	Z2.05224
N702 	G01 	X9.34300 	Y8.65026 	Z2.04940
N703 	G01 	X8.77325 	Y8.65026 	Z2.04229
N704 	G01 	X8.20522 	Y8.65026 	Z2.03068
N705 	G01 	X7.63898 	Y8.65026 	Z2.01433
N706 	G01 	X7.07455 	Y8.65026 	Z1.99300
N707 	G01 	X6.51200 	Y8.65026 	Z1.96646
N708 	G01 	X5.95137 	Y8.65026 	Z1.93445
N709 	G01 	X5.39270 	Y8.65026 	Z1.89676
N710 	G01 	X4.83606 	Y8.65026 	Z1.85312
N711 	G01 	X4.28147 	Y8.65026 	Z1.80332
N712 	G01 	X3.72900 	Y8.65026 	Z1.74710
N713 	G01 	X3.17869 	Y8.65026 	Z1.68422
N714 	G01 	X2.63058 	Y8.65026 	Z1.61446
N715 	G01 	X2.08474 	Y8.65026 	Z1.53756
N716 	G01 	X1.54119 	Y8.65026 	Z1.45330
N717 	G01 	X1.00000 	Y8.65026 	Z1.36142

N718 	G01 	X1.00000 	Y8.93105 	Z1.38861
N719 	G01 	X1.54119 	Y8.93105 	Z1.47852
N720 	G01 	X2.08474 	Y8.93105 	Z1.56095
N721 	G01 	X2.63058 	Y8.93105 	Z1.63614
N722 	G01 	X3.17869 	Y8.93105 	Z1.70433
N723 	G01 	X3.72900 	Y8.93105 	Z1.76574
N724 	G01 	X4.28147 	Y8.93105 	Z1.82062
N725 	G01 	X4.83606 	Y8.93105 	Z1.86920
N726 	G01 	X5.39270 	Y8.93105 	Z1.91171
N727 	G01 	X5.95137 	Y8.93105 	Z1.94840
N728 	G01 	X6.51200 	Y8.93105 	Z1.97949
N729 	G01 	X7.07455 	Y8.93105 	Z2.00523
N730 	G01 	X7.63898 	Y8.93105 	Z2.02585
N731 	G01 	X8.20522 	Y8.93105 	Z2.04158
N732 	G01 	X8.77325 	Y8.93105 	Z2.05265
N733 	G01 	X9.34300 	Y8.93105 	Z2.05932
N734 	G01 	X9.91443 	Y8.93105 	Z2.06180
N735 	G01 	X10.48750 	Y8.93105 	Z2.06034
N736 	G01 	X11.06214 	Y8.93105 	Z2.05517
N737 	G01 	X11.63833 	Y8.93105 	Z2.04653
N738 	G01 	X12.21600 	Y8.93105 	Z2.03466
N739 	G01 	X12.79511 	Y8.93105 	Z2.01978
N740 	G01 	X13.37562 	Y8.93105 	Z2.00213
N741 	G01 	X13.95746 	Y8.93105 	Z1.98196
N742 	G01 	X14.54061 	Y8.93105 	Z1.95949
N743 	G01 	X15.12500 	Y8.93105 	Z1.93496
N744 	G01 	X15.71059 	Y8.93105 	Z1.90861
N745 	G01 	X16.29734 	Y8.93105 	Z1.88067
N746 	G01 	X16.88518 	Y8.93105 	Z1.85137
N747 	G01 	X17.47409 	Y8.93105 	Z1.82096
N748 	G01 	X18.06400 	Y8.93105 	Z1.78967
N749 	G01 	X18.65487 	Y8.93105 	Z1.75774
N750 	G01 	X19.24666 	Y8.93105 	Z1.72539
N751 	G01 	X19.83930 	Y8.93105 	Z1.69287
N752 	G01 	X20.43277 	Y8.93105 	Z1.66041
N753 	G01 	X21.02700 	Y8.93105 	Z1.62825
N754 	G01 	X21.62195 	Y8.93105 	Z1.59661
N755 	G01 	X22.21758 	Y8.93105 	Z1.56575
N756 	G01 	X22.81382 	Y8.93105 	Z1.53589
N757 	G01 	X23.41065 	Y8.93105 	Z1.50727
N758 	G01 	X24.00800 	Y8.93105 	Z1.48012
N759 	G01 	X24.60583 	Y8.93105 	Z1.45469
N760 	G01 	X25.20410 	Y8.93105 	Z1.43120
N761 	G01 	X25.80274 	Y8.93105 	Z1.40989
N762 	G01 	X26.40173 	Y8.93105 	Z1.39100
N763 	G01 	X27.00100 	Y8.93105 	Z1.37476
N764 	G01 	X27.60051 	Y8.93105 	Z1.36141
N765 	G01 	X28.20022 	Y8.93105 	Z1.35118
N766 	G01 	X28.80006 	Y8.93105 	Z1.34431
N767 	G01 	X29.40001 	Y8.93105 	Z1.34104
N768 	G01 	X30.00000 	Y8.93105 	Z1.34159

N769 	G01 	X30.00000 	Y9.21184 	Z1.36205
N770 	G01 	X29.40001 	Y9.21184 	Z1.36114
N771 	G01 	X28.80006 	Y9.21184 	Z1.36403
N772 	G01 	X28.20022 	Y9.21184 	Z1.37048
N773 	G01 	X27.60051 	Y9.21184 	Z1.38025
N774 	G01 	X27.00100 	Y9.21184 	Z1.39313
N775 	G01 	X26.40173 	Y9.21184 	Z1.40887
N776 	G01 	X25.80274 	Y9.21184 	Z1.42725
N777 	G01 	X25.20410 	Y9.21184 	Z1.44802
N778 	G01 	X24.60583 	Y9.21184 	Z1.47097
N779 	G01 	X24.00800 	Y9.21184 	Z1.49586
N780 	G01 	X23.41065 	Y9.21184 	Z1.52245
N781 	G01 	X22.81382 	Y9.21184 	Z1.55051
N782 	G01 	X22.21758 	Y9.21184 	Z1.57982
N783 	G01 	X21.62195 	Y9.21184 	Z1.61013
N784 	G01 	X21.02700 	Y9.21184 	Z1.64122
N785 	G01 	X20.43277 	Y9.21184 	Z1.67286
N786 	G01 	X19.83930 	Y9.21184 	Z1.70481
N787 	G01 	X19.24666 	Y9.21184 	Z1.73684
N788 	G01 	X18.65487 	Y9.21184 	Z1.76872
N789 	G01 	X18.06400 	Y9.21184 	Z1.80022
N790 	G01 	X17.47409 	Y9.21184 	Z1.83110
N791 	G01 	X16.88518 	Y9.21184 	Z1.86113
N792 	G01 	X16.29734 	Y9.21184 	Z1.89008
N793 	G01 	X15.71059 	Y9.21184 	Z1.91772
N794 	G01 	X15.12500 	Y9.21184 	Z1.94382
N795 	G01 	X14.54061 	Y9.21184 	Z1.96814
N796 	G01 	X13.95746 	Y9.21184 	Z1.99046
N797 	G01 	X13.37562 	Y9.21184 	Z2.01053
N798 	G01 	X12.79511 	Y9.21184 	Z2.02813
N799 	G01 	X12.21600 	Y9.21184 	Z2.04303
N800 	G01 	X11.63833 	Y9.21184 	Z2.05499
N801 	G01 	X11.06214 	Y9.21184 	Z2.06378
N802 	G01 	X10.48750 	Y9.21184 	Z2.06918
N803 	G01 	X9.91443 	Y9.21184 	Z2.07094
N804 	G01 	X9.34300 	Y9.21184 	Z2.06883
N805 	G01 	X8.77325 	Y9.21184 	Z2.06263
N806 	G01 	X8.20522 	Y9.21184 	Z2.05210
N807 	G01 	X7.63898 	Y9.21184 	Z2.03700
N808 	G01 	X7.07455 	Y9.21184 	Z2.01712
N809 	G01 	X6.51200 	Y9.21184 	Z1.99221
N810 	G01 	X5.95137 	Y9.21184 	Z1.96204
N811 	G01 	X5.39270 	Y9.21184 	Z1.92638
N812 	G01 	X4.83606 	Y9.21184 	Z1.88500
N813 	G01 	X4.28147 	Y9.21184 	Z1.83767
N814 	G01 	X3.72900 	Y9.21184 	Z1.78415
N815 	G01 	X3.17869 	Y9.21184 	Z1.72422
N816 	G01 	X2.63058 	Y9.21184 	Z1.65763
N817 	G01 	X2.08474 	Y9.21184 	Z1.58416
N818 	G01 	X1.54119 	Y9.21184 	Z1.50358
N819 	G01 	X1.00000 	Y9.21184 	Z1.41565

N820 	G01 	X1.00000 	Y9.49263 	Z1.44255
N821 	G01 	X1.54119 	Y9.49263 	Z1.52847
N822 	G01 	X2.08474 	Y9.49263 	Z1.60719
N823 	G01 	X2.63058 	Y9.49263 	Z1.67892
N824 	G01 	X3.17869 	Y9.49263 	Z1.74388
N825 	G01 	X3.72900 	Y9.49263 	Z1.80233
N826 	G01 	X4.28147 	Y9.49263 	Z1.85447
N827 	G01 	X4.83606 	Y9.49263 	Z1.90053
N828 	G01 	X5.39270 	Y9.49263 	Z1.94076
N829 	G01 	X5.95137 	Y9.49263 	Z1.97537
N830 	G01 	X6.51200 	Y9.49263 	Z2.00460
N831 	G01 	X7.07455 	Y9.49263 	Z2.02866
N832 	G01 	X7.63898 	Y9.49263 	Z2.04780
N833 	G01 	X8.20522 	Y9.49263 	Z2.06224
N834 	G01 	X8.77325 	Y9.49263 	Z2.07221
N835 	G01 	X9.34300 	Y9.49263 	Z2.07794
N836 	G01 	X9.91443 	Y9.49263 	Z2.07965
N837 	G01 	X10.48750 	Y9.49263 	Z2.07757
N838 	G01 	X11.06214 	Y9.49263 	Z2.07194
N839 	G01 	X11.63833 	Y9.49263 	Z2.06299
N840 	G01 	X12.21600 	Y9.49263 	Z2.05093
N841 	G01 	X12.79511 	Y9.49263 	Z2.03600
N842 	G01 	X13.37562 	Y9.49263 	Z2.01843
N843 	G01 	X13.95746 	Y9.49263 	Z1.99844
N844 	G01 	X14.54061 	Y9.49263 	Z1.97627
N845 	G01 	X15.12500 	Y9.49263 	Z1.95215
N846 	G01 	X15.71059 	Y9.49263 	Z1.92629
N847 	G01 	X16.29734 	Y9.49263 	Z1.89894
N848 	G01 	X16.88518 	Y9.49263 	Z1.87032
N849 	G01 	X17.47409 	Y9.49263 	Z1.84066
N850 	G01 	X18.06400 	Y9.49263 	Z1.81018
N851 	G01 	X18.65487 	Y9.49263 	Z1.77912
N852 	G01 	X19.24666 	Y9.49263 	Z1.74770
N853 	G01 	X19.83930 	Y9.49263 	Z1.71615
N854 	G01 	X20.43277 	Y9.49263 	Z1.68471
N855 	G01 	X21.02700 	Y9.49263 	Z1.65360
N856 	G01 	X21.62195 	Y9.49263 	Z1.62304
N857 	G01 	X22.21758 	Y9.49263 	Z1.59328
N858 	G01 	X22.81382 	Y9.49263 	Z1.56452
N859 	G01 	X23.41065 	Y9.49263 	Z1.53702
N860 	G01 	X24.00800 	Y9.49263 	Z1.51099
N861 	G01 	X24.60583 	Y9.49263 	Z1.48665
N862 	G01 	X25.20410 	Y9.49263 	Z1.46425
N863 	G01 	X25.80274 	Y9.49263 	Z1.44401
N864 	G01 	X26.40173 	Y9.49263 	Z1.42616
N865 	G01 	X27.00100 	Y9.49263 	Z1.41092
N866 	G01 	X27.60051 	Y9.49263 	Z1.39853
N867 	G01 	X28.20022 	Y9.49263 	Z1.38921
N868 	G01 	X28.80006 	Y9.49263 	Z1.38319
N869 	G01 	X29.40001 	Y9.49263 	Z1.38071
N870 	G01 	X30.00000 	Y9.49263 	Z1.38198

N871 	G01 	X30.00000 	Y9.77342 	Z1.40139
N872 	G01 	X29.40001 	Y9.77342 	Z1.39974
N873 	G01 	X28.80006 	Y9.77342 	Z1.40181
N874 	G01 	X28.20022 	Y9.77342 	Z1.40739
N875 	G01 	X27.60051 	Y9.77342 	Z1.41624
N876 	G01 	X27.00100 	Y9.77342 	Z1.42814
N877 	G01 	X26.40173 	Y9.77342 	Z1.44286
N878 	G01 	X25.80274 	Y9.77342 	Z1.46019
N879 	G01 	X25.20410 	Y9.77342 	Z1.47989
N880 	G01 	X24.60583 	Y9.77342 	Z1.50174
N881 	G01 	X24.00800 	Y9.77342 	Z1.52552
N882 	G01 	X23.41065 	Y9.77342 	Z1.55099
N883 	G01 	X22.81382 	Y9.77342 	Z1.57794
N884 	G01 	X22.21758 	Y9.77342 	Z1.60614
N885 	G01 	X21.62195 	Y9.77342 	Z1.63536
N886 	G01 	X21.02700 	Y9.77342 	Z1.66538
N887 	G01 	X20.43277 	Y9.77342 	Z1.69597
N888 	G01 	X19.83930 	Y9.77342 	Z1.72691
N889 	G01 	X19.24666 	Y9.77342 	Z1.75798
N890 	G01 	X18.65487 	Y9.77342 	Z1.78894
N891 	G01 	X18.06400 	Y9.77342 	Z1.81957
N892 	G01 	X17.47409 	Y9.77342 	Z1.84965
N893 	G01 	X16.88518 	Y9.77342 	Z1.87896
N894 	G01 	X16.29734 	Y9.77342 	Z1.90726
N895 	G01 	X15.71059 	Y9.77342 	Z1.93433
N896 	G01 	X15.12500 	Y9.77342 	Z1.95995
N897 	G01 	X14.54061 	Y9.77342 	Z1.98388
N898 	G01 	X13.95746 	Y9.77342 	Z2.00592
N899 	G01 	X13.37562 	Y9.77342 	Z2.02583
N900 	G01 	X12.79511 	Y9.77342 	Z2.04338
N901 	G01 	X12.21600 	Y9.77342 	Z2.05835
N902 	G01 	X11.63833 	Y9.77342 	Z2.07052
N903 	G01 	X11.06214 	Y9.77342 	Z2.07966
N904 	G01 	X10.48750 	Y9.77342 	Z2.08554
N905 	G01 	X9.91443 	Y9.77342 	Z2.08794
N906 	G01 	X9.34300 	Y9.77342 	Z2.08664
N907 	G01 	X8.77325 	Y9.77342 	Z2.08140
N908 	G01 	X8.20522 	Y9.77342 	Z2.07201
N909 	G01 	X7.63898 	Y9.77342 	Z2.05824
N910 	G01 	X7.07455 	Y9.77342 	Z2.03986
N911 	G01 	X6.51200 	Y9.77342 	Z2.01666
N912 	G01 	X5.95137 	Y9.77342 	Z1.98839
